	3,	1400,	-480.0
	5,	1350,	-480.0
	7,	1400,	-500.0
	11,	1330,	-530.0
	13,	1600,	-500.0
	15,	1400,	-500.0
	19,	1400,	-450.0
	21,	1200,	-500.0
	23,	1400,	-400.0
	29,	1550,	-520.0
	31,	1200,	-500.0
	33,	1200,	-500.0
