	3,	1230,	500.0
	5,	1250,	-500.0
	7,	1430,	-500.0
	11,	1270,	520.0
	13,	1350,	-510.0
	15,	1300,	-520.0
	19,	1220,	500.0
	21,	1280,	-520.0
	23,	1230,	-520.0
	29,	1250,	520.0
	31,	1300,	-520.0
	33,	1180,	-500.0
